seg	tick	x	y	z	vx	vy	vz	fx	fy	fz	ux	uy	uz	avx	avy	avz	ground	boost
land_fast_drop	99	-0.01	0	10.25	1.831	0	107.841	0.999996	0	0.00278034	-0.00278034	0	0.999996	0	0.18341	0	1	100
land_fast_drop	101	0.03	0	11.85	1.871	0	92.081	1	0	-9.58738e-05	9.58738e-05	0	1	0	0.16751	0	1	100
land_fast_drop	103	0.07	0	13.18	2.121	0	75.821	0.999996	0	-0.00287621	0.00287621	0	0.999996	0	0.16751	0	1	100
land_fast_drop	105	0.11	0	14.25	2.221	0	60.031	0.999985	0	-0.00546478	0.00546478	0	0.999985	0	0.14921	0	1	100
land_fast_drop	107	0.15	0	15.07	1.811	0	45.111	0.999973	0	-0.00728634	0.00728634	0	0.999973	0	0.09811	0	1	100
land_fast_drop	109	0.17	0	15.66	0.931	0	32.331	0.999966	0	-0.00824505	0.00824505	0	0.999966	0	0.04661	0	1	100
land_fast_drop	111	0.18	0	16.08	0.481	0	22.931	0.999962	0	-0.0087244	0.0087244	0	0.999962	0	0.02391	0	1	100
land_fast_drop	113	0.18	0	16.37	0.271	0	16.131	0.999959	0	-0.00901201	0.00901201	0	0.999959	0	0.01351	0	1	100
land_fast_drop	115	0.18	0	16.57	0.161	0	11.301	0.999959	0	-0.00910788	0.00910788	0	0.999959	0	0.00851	0	1	100
land_fast_drop	117	0.18	0	16.72	0.111	0	7.891	0.999957	0	-0.00929962	0.00929962	0	0.999957	0	0.00581	0	1	100
land_fast_drop	119	0.18	0	16.82	0.081	0	5.451	0.999957	0	-0.00929962	0.00929962	0	0.999957	0	0.00421	0	1	100
land_fast_drop	121	0.18	0	16.89	0.061	0	3.721	0.999956	0	-0.00939549	0.00939549	0	0.999956	0	0.00311	0	1	100
land_fast_drop	123	0.18	0	16.94	0.041	0	2.511	0.999956	0	-0.00939549	0.00939549	0	0.999956	0	0.00251	0	1	100
land_fast_drop	125	0.18	0	16.97	0.031	0	1.661	0.999955	0	-0.00949136	0.00949136	0	0.999955	0	0.00191	0	1	100
land_fast_drop	127	0.18	0	17	0.021	0	0.921	0.999955	0	-0.00949136	0.00949136	0	0.999955	0	0.00131	0	1	100
land_fast_drop	130	0.18	0	17.01	0.021	0	0.581	0.999955	0	-0.00949136	0.00949136	0	0.999955	0	0.00111	0	1	100
land_fast_drop	132	0.18	0	17.01	0.011	0	0.401	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00081	0	1	100
land_fast_drop	134	0.18	0	17.01	0.011	0	0.321	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00061	0	1	100
land_fast_drop	136	0.18	0	17.01	0	0	0.291	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_fast_drop	138	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_fast_drop	140	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
land_fast_drop	142	0.18	0	17.01	0	0	0.271	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00051	0	1	100
